company_name,industry,main_products
티플랙스,1차 비철금속 제조업,"스텐레스봉,판(열간제품) 제조,도매"
LX하우시스,플라스틱제품 제조업,"창호재, 자동차부품 등"
에스티오,봉제의복 제조업,"셔츠,자켓/바지, 타이"
에이테크솔루션,특수 목적용 기계 제조업,"대형정밀금형(가전,자동차용 등)"
에스앤에스텍,전자부품 제조업,블랭크마스크
뷰웍스,의료용 기기 제조업,X-Ray Detector
코오롱생명과학,기초 의약물질 제조업,"항균제, 수처리제, 원료의약 등"
엔시트론,반도체 제조업,디지털오디오앰프칩
한세실업,봉제의복 제조업,의류 완제품
주성코퍼레이션,통신 및 방송 장비 제조업,"ICS중계기, 블랙박스"
파인테크닉스,전구 및 조명장치 제조업,LED조명기기
미원홀딩스,기타 금융업,도료첨가제
이수앱지스,의료용품 및 기타 의약 관련제품 제조업,"항체치료제,효소치료제"
디에스엠,자동차 신품 부품 제조업,"자동차부품(시트,도어) 제조"
유비쿼스홀딩스,기타 금융업,"지주회사, 자회사관리, 부동산임대"
메디톡스,기초 의약물질 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발"
엠게임,소프트웨어 개발 및 공급업,"온라인 게임 개발 및 퍼블리싱(열혈강호온라인,홀릭2,영웅)"
아이컴포넌트,전자부품 제조업,액정평판디스플레이용 플라스틱 박판필름 제조업
NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고
HLB생명과학,의료용품 및 기타 의약 관련제품 제조업,"ESCO 사업, 신재생에너지 사업"
이크레더블,기타 정보 서비스업,"전자신용인증서비스(정보),소프트웨어 개발"
부국철강,1차 철강 제조업,철강
KB금융,기타 금융업,-
세운메디칼,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입"
한국철강,1차 철강 제조업,철근
마이크로컨텍솔,전자부품 제조업,"BGA IC Burn-In Socket,DRAM Module Socket"
이엠앤아이,기초 화학물질 제조업,OLED 유무기 소재 개발 및 판매
일진전기,절연선 및 케이블 제조업,
풍산,1차 비철금속 제조업,
LG이노텍,전자부품 제조업,기타 전자부품 제조업
아이엠,전자부품 제조업,휴대폰카메라모듈 등
웰크론한텍,건물 건설업,"에너지절감설비,자동화배합설비,환경설비"
하이드로리튬,"구조용 금속제품, 탱크 및 증기발생기 제조업","영구앵커,교량용케이블,타이케이블"
슈프리마에이치큐,통신 및 방송 장비 제조업,지문인식솔루션및시스템
명문제약,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매"
서울옥션,상품 중개업,미술품경매
이스트소프트,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W"
비상교육,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급"
크레버스,일반 교습 학원,청담어학원
동성케미컬,합성고무 및 플라스틱 물질 제조업,
월덱스,전자부품 제조업,반도체용링및전극
쎄트렉아이,"항공기,우주선 및 부품 제조업","인공위성시스템, 위성지상국, 위성부분품 개발 및 제조"
브리지텍,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업"
고영,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비
조이시티,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구)
우진비앤지,의약품 제조업,"슈퍼티아, 안티펜SM"
테스,특수 목적용 기계 제조업,반도체장비(화학증착장비)
예스24,무점포 소매업,"도서,음반/DVD,화장품"
엘디티,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC"
LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공"
메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재"
효성오앤비,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료"
인바이오젠,기계장비 및 관련 물품 도매업,"신발,의류,스포츠용품 도매,제조"
아시아나항공,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리"
SNT에너지,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조"
진양홀딩스,플라스틱제품 제조업,"투자,경영컨설팅"
한울소재과학,통신 및 방송 장비 제조업,광전송장비
엔케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매"
에코볼트,자동차 신품 부품 제조업,자동차 신품 부품
에스코넥,통신 및 방송 장비 제조업,WaferProber
일신바이오,일반 목적용 기계 제조업,초저온냉동고및동결건조기
서원인텍,통신 및 방송 장비 제조업,휴대폰용키패드및부자재
이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컨택센터용교환시스템,업무용교환시스템"
대창솔루션,"구조용 금속제품, 탱크 및 증기발생기 제조업",내연기관구조재(선박엔진용MBS)
한전KPS,전기 및 통신 공사업,"일반전기공사,발전설비정비공사,점검,수리,엔지니어링"
엑시온그룹,무점포 소매업,"해외, 국내상품 소싱 및 판매대행 서비스"
알에프세미,반도체 제조업,"ECM Chip, TVS Diode, Driver IC, LED Module, LED"
디엔에프,기타 화학제품 제조업,반도체배선박막재료(알루미늄전구체)
일진파워,전기 및 통신 공사업,"열교환기,압력용기"
비엠티,일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)"
기신정기,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역"
신화프리텍,기타 금속 가공제품 제조업,CNC공작기계등
KSS해운,해상 운송업,"특수화물해상운송(액화가스,LPG,암모니아,VCM,석유화학제품 등), 선박대여"
효성 ITX,기타 사업지원 서비스업,"컨택센터서비스, Cloud솔루션, CDN, 프로젝터판매"
현우산업,전자부품 제조업,인쇄회로판(PCB)
유나이티드,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조"
케이알엠,반도체 제조업,멀티미디어반도체
디아이씨,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역"
에스에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광발전시스템,태양전지모듈"
성우전자,통신 및 방송 장비 제조업,휴대폰금속프레스부품(전자파차단ShieldCan)
엘엠에스,전자부품 제조업,프리즘시트
제이엠티,전자부품 제조업,LCD패널용PBA
오디텍,반도체 제조업,"광반도체, 소자 및 모듈"
ISC,기계장비 및 관련 물품 도매업,반도체테스트소켓
네오티스,자동차 신품 부품 제조업,"마이크로비트,샤프트"
미래나노텍,플라스틱제품 제조업,LCDBLU용광학필름
상보,플라스틱제품 제조업,"광학필름,윈도우필름,미디어필름"
CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매"
바이오톡스텍,자연과학 및 공학 연구개발업,"안전성평가, 유효성평가"
팬오션,해상 운송업,"해상화물운송(외항,운수보관)"
옴니시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템"
푸른로보틱스,컴퓨터 및 주변장치 제조업,"금융자동화기기모듈,역무자동화기기모듈,특수단말시스템"
웨이브일렉트로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기
HJ중공업,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사"
빅솔론,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘"
JW홀딩스,기타 금융업,의약품 수출입업
S&K폴리텍,전자부품 제조업,고밀도폴리우레탄폼시트
SK이노베이션,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업"
멤레이비티,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",무선인터넷플랫폼
갤럭시아머니트리,소프트웨어 개발 및 공급업,전자결제
에코프로,기타 금융업,"환경소재,화학필터,이차전지소재등"
대산F&B,음·식료품 및 담배 도매업,"외식프랜차이즈사업,육류가공,식자재유통등"
컴투스,소프트웨어 개발 및 공급업,모바일게임
네오위즈,소프트웨어 개발 및 공급업,"피망,스페셜포스"
삼성카드,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매"
앤씨앤,반도체 제조업,차량용 블랙박스 / 영상처리용 시스템반도체
엔텔스,소프트웨어 개발 및 공급업,운용지원솔루션
알루코,1차 비철금속 제조업,"알루미늄제품,샷시 제조"
풍강,기타 금속 가공제품 제조업,자동차용너트류
웅진씽크빅,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스"
동국제약,의약품 제조업,"인사돌, 복합마데카솔, 파미레이"
케이프,선박 및 보트 건조업,선박엔진용실린더라이너
상신이디피,일차전지 및 이차전지 제조업,2차전지부품
한라IMS,선박 및 보트 건조업,"선용원격자동측정시스템,선용원격자동경보시스템"
에프알텍,통신 및 방송 장비 제조업,이동통신용중계기
이엠텍,전자부품 제조업,"마이크로스피커,리시버"
참좋은여행,여행사 및 기타 여행보조 서비스업,여행상품
네오리진,소프트웨어 개발 및 공급업,게임소프트웨어 제작 및 판매
맵스리얼티,신탁업 및 집합투자업,
LS증권,금융 지원 서비스업,유가증권위탁매매
매커스,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통
LSK아이로봇,플라스틱제품 제조업,투명전도성관련제품
네오팜,기타 화학제품 제조업,생체기능성(아토피)보습제
오스코텍,의약품 제조업,신약연구개발
켐트로닉스,기타 화학제품 제조업,"Touch IC 및 PBA, TG, EMC"
제이스로보틱스,특수 목적용 기계 제조업,기계장비(디스플레이장비)
동아엘텍,특수 목적용 기계 제조업,LCD검사장비
메타랩스,봉제의복 제조업,"여성용 의류(캐쥬얼티셔츠,바지) 제조"
후성,기초 화학물질 제조업,"불소화물 제조,도매"
휴온스글로벌,의약품 제조업,의약품제조업
케이씨티,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","금융단말시스템,복표발매기,마권발매기"
파트론,전자부품 제조업,"카메라모듈, 안테나, 센서류 등"
유니테스트,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)"
휴림로봇,특수 목적용 기계 제조업,제조업용로봇및서비스로봇
LF,봉제의복 제조업,"기성복, 의류, 잡화, 제조"
에스에이티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","교통관련장비(고정식축중기, 이동식축중기 등)"
큐에스아이,반도체 제조업,레이저다이오드(LaserDiode)
멀티캠퍼스,기타 교육기관,성인/기업전문 교육서비스
주연테크,컴퓨터 및 주변장치 제조업,"각종컴퓨터,주변기기 제조/소프트웨어 개발"
코스맥스비티아이,기타 금융업,"화장품,의약부외품 제조,도매"
코세스,특수 목적용 기계 제조업,반도체SolderBall부착장비등
인천도시가스,연료용 가스 제조 및 배관공급업,도시가스 공급/가스설비공사
성창오토텍,자동차 신품 부품 제조업,"차량용 에어컨필터, 차량용인버터 등"
넥스턴앤롤코리아,특수 목적용 기계 제조업,CNC자동선반
제이티,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등)
아이윈,자동차 신품 부품 제조업,시트히터
이녹스,그외 기타 운송장비 제조업,지주업
삼정펄프,"펄프, 종이 및 판지 제조업","지류화장지,안면용,위생용 티슈 제조,판매"
KEC,반도체 제조업,반도체 제조
KPX홀딩스,기초 화학물질 제조업,지주회사
THE E&M,기타 정보 서비스업,인터넷 개인방송 플랫폼
바텍,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등"
MDS테크,소프트웨어 개발 및 공급업,"임베디드개발솔루션,임베디드소프트웨어"
HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매"
루멘스,반도체 제조업,LED개발 및 제조
CSA 코스믹,기타 화학제품 제조업,화장품 제조 및 판매
NICE인프라,기타 사업지원 서비스업,"ATM관리사업,CD-VAN사업"
쇼박스,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화투자및배급
팬엔터테인먼트,"영화, 비디오물, 방송프로그램 제작 및 배급업","방송영상물,음반"
인포뱅크,기타 정보 서비스업,"모바일메시징서비스,휴대폰단말기용S/W개발용역"
노루페인트,기타 화학제품 제조업,페인트 제조
아모레퍼시픽,기타 화학제품 제조업,"화장품,생활용품 제조, 판매"
아이오케이이엔엠,"영화, 비디오물, 방송프로그램 제작 및 배급업",연예인 매니지먼트
동우팜투테이블,"도축, 육류 가공 및 저장 처리업","육계,삼계"
롯데관광개발,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행"
제이브이엠,일반 목적용 기계 제조업,"전자동 정제,분류 및 포장시스템"
평화산업,자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매"
우진플라임,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매"
팅크웨어,통신 및 방송 장비 제조업,"내비게이션,블랙박스,태블릿 및 위치정보서비스"
신세계I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권"
진바이오텍,산업용 농·축산물 및 동·식물 도매업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등"
티케이지애강,플라스틱제품 제조업,"PB/CPVC 파이프, 연결구"
진도,기타 전문 도매업,"모피제품 제조,가공"
에이스테크,통신 및 방송 장비 제조업,"단말기용안테나,기지국용안테나"
맥쿼리인프라,신탁업 및 집합투자업,증권투자회사
롯데쇼핑,종합 소매업,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래"
셀트리온제약,의약품 제조업,고덱스 캡슐 외
GST,특수 목적용 기계 제조업,"GasScrubber,Chiller"
에너토크,일반 목적용 기계 제조업,전동액츄에이터
제우스,특수 목적용 기계 제조업,LCD제조용장비
뉴프렉스,전자부품 제조업,연성인쇄회로기판
유진테크,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD
CG인바이츠,자연과학 및 공학 연구개발업,아셀렉스
바이오니아,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비"
헬릭스미스,자연과학 및 공학 연구개발업,"바이오신약, 천연물신약 연구개발"
인콘,상품 종합 도매업,영상보안장비 및 영상보안솔루션
차바이오텍,기초 의약물질 제조업,"세포치료제 개발, 제대혈 보관 등"
현대글로비스,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대"
대봉엘에스,의약품 제조업,"원료의약품,화장품원료"
와이엔텍,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조"
케이엠,기타 섬유제품 제조업,클린룸용Wiper
티비에이치글로벌,봉제의복 제조업,"캐주얼의류,여성의류,남성의류 제조,도소매"
수성웹툰,일반 목적용 기계 제조업,전동지게차
하나금융지주,기타 금융업,기타 금융
제일연마,기타 비금속 광물제품 제조업,"연마석,다이아몬드공구 제조,도소매/주택건설"
모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업","ESD필터,칩바리스터"
비에이치아이,일반 목적용 기계 제조업,"보일러,열교환기등"
케스피온,통신 및 방송 장비 제조업,휴대폰안테나
현대리바트,가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조"
비보존 제약,의약품 제조업,완제의약품제조
자연과환경,"시멘트, 석회, 플라스터 및 그 제품 제조업","스테인레스파이프, 다공성식생블록,조경원예자재"
와토스코리아,플라스틱제품 제조업,위생도기용부속(양변기용)
대한제강,1차 철강 제조업,"제강,철재,철근,환봉,마환봉,빌레트 제조"
폴라리스오피스,소프트웨어 개발 및 공급업,시스템 소프트웨어
휴림에이텍,자동차 신품 부품 제조업,자동차내장카페트
서린바이오,기타 전문 도매업,생명과학연구기기및시약
새론오토모티브,자동차 신품 부품 제조업,"자동차부품(브레이크패드,라이닝)"
그린케미칼,기타 화학제품 제조업,"비이온계면활성제 제조,도매"
가비아,소프트웨어 개발 및 공급업,"도메인,호스팅"
덕산하이메탈,반도체 제조업,솔더볼(Solderball)
아바코,특수 목적용 기계 제조업,평판디스플레이제조용장비
하나마이크론,반도체 제조업,"반도체패키징,IOT"
엘오티베큠,특수 목적용 기계 제조업,반도체제조용진공펌프
코스나인,기타 화학제품 제조업,화장품
이상네트웍스,상품 중개업,기업간전자상거래서비스
대상홀딩스,기타 금융업,지주회사
코아스,가구 제조업,"사무용가구,금속가구 도매,제조"
메디포스트,기초 의약물질 제조업,제대혈은행
우리바이오,기타 식품 제조업,건강기능식품 개발 제조 및 스마트팜 연구개발
모두투어,여행사 및 기타 여행보조 서비스업,"항공권판매수수료,해외여행알선"
이월드,귀금속 및 장신용품 제조업,"놀이시설 운영,입장료,식음료 소매,부동산 임대"
동양고속,육상 여객 운송업,고속버스 운송/부동산 임대
한미반도체,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대"
가온그룹,통신 및 방송 장비 제조업,디지털셋톱박스
쏠리드,통신 및 방송 장비 제조업,"이동통신중계기,위성DMB용중계기"
동일산업,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매"
옵트론텍,사진장비 및 광학기기 제조업,"IRFilter,Grating"
젬백스,특수 목적용 기계 제조업,"ChemicalAirFilter,GasScrubber"
플랜티넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유해사이트차단서비스
삼호개발,기반조성 및 시설물 축조관련 전문공사업,"토공사,철근콘크리트공사,포장공사,미장방수공사,상하수도공사,수중공사,비계구조물해체공사/골재,아스콘 제조,판매,중기임대"
금호타이어,고무제품 제조업,"타이어,튜브 제조,도매,무역"
LIG아큐버,통신 및 방송 장비 제조업,통신용 시험 및 계측장비
인베니아,특수 목적용 기계 제조업,"Dry Etcher, 진공합착기, LCD Panel 검사장비, OLED용 진공합착기"
동양이엔피,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","휴대폰용,OA기기및통신장비용,디지털가전용전원공급장치"
제주반도체,반도체 제조업,"모바일용 LP DDR SDRAM, CRAM, SRAM"
한창산업,1차 비철금속 제조업,"아연말,리튬브로마이드,산화망간,인산아연"
APS이노베이션,기타 전기장비 제조업,FPD공정검사장비
iMBC,영상·오디오물 제공 서비스업,"디지털콘텐츠,웹에이젼시"
서산,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관"
KX하이텍,플라스틱제품 제조업,TRAY(반도체Packing재료)
손오공,기타 전문 도매업,"완구, 게임, 캐릭터수입수수료"
미래컴퍼니,특수 목적용 기계 제조업,EdgeGrinder
아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)"
CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영"
일진다이아,기타 화학제품 제조업,"공업용 합성다이아몬드 제조,도매,수출입"
메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","온라인강의,교재판매"
케이에스피,일반 목적용 기계 제조업,"선박용엔진밸브,형단조품"
KG파이낸셜,소프트웨어 개발 및 공급업,유무선전화결제서비스
대주전자재료,전자부품 제조업,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료"
텔레칩스,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩"
HB테크놀러지,특수 목적용 기계 제조업,TFT-LCD검사장비
도이치모터스,자동차 판매업,수입자동차
유니드,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매"
토비스,영상 및 음향기기 제조업,Gaming모니터
상신브레이크,자동차 신품 부품 제조업,"자동차 브레이크 슈 어셈블리,브레이크패드 제조/군납업,무역/부동산 임대"
국일제지,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)"
DMS,특수 목적용 기계 제조업,LCD 제조장비
인팩,자동차 신품 부품 제조업,"자동차용 케이블,전자정보통신관련기기 제조,도매"
시너지이노베이션,의료용 기기 제조업,카메라 어플리케이션 프로세서(CAP)
신성델타테크,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품"
GS,기타 금융업,지주회사/부동산 임대
유니퀘스트,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조"
다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업"
한국경제TV,텔레비전 방송업,"광고수입, 협찬수입"
LG디스플레이,전자부품 제조업,"고화질, 초대형, 폴더블 고부가가치 디스플레이 제품 개발, 제조"
다날,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제
텔코웨어,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역"
형지I&C,봉제의복 제조업,"의복, 악세사리"
비케이홀딩스,광고업,광고
YBM넷,교육지원 서비스업,"온라인교육, 수수료수입 등"
CS,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)"
아미노로직스,기초 의약물질 제조업,DVR용 영상처리 칩
테라젠이텍스,의약품 제조업,"Loading/Unloading System, PCB Bonding System"
디에이피,전자부품 제조업,Build-Up PCB(인쇄회로기판)
한양디지텍,반도체 제조업,메모리 모듈
STX엔진,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매"
동국알앤에스,기타 비금속 광물제품 제조업,내화물
빛과전자,통신 및 방송 장비 제조업,기타무선통신장비제조업
듀오백,가구 제조업,사무용 및 가정용 의자
삼진엘앤디,그외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU"
폴라리스AI파마,의약품 제조업,원료의약품
NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업"
대교,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원"
세진티에스,전자부품 제조업,LED/LCD용 광기능성 시트
인티큐브,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업통신 및 무선인터넷
리튬포어스,그외 기타 제품 제조업,"휴대폰액세서리의 제조, 판매"
테라사이언스,기타 금속 가공제품 제조업,유압용 관이음쇠
우주일렉트로,전자부품 제조업,정보통신용 초정밀커넥터
기업은행,은행 및 저축기관,은행업
이엔플러스,일반 목적용 기계 제조업,소방자동차 제조
SOOP,소프트웨어 개발 및 공급업,1인미디어플랫폼
드림어스컴퍼니,영상·오디오물 제공 서비스업,온라인 음악 서비스
버킷스튜디오,전기 통신업,DVD타이틀
원익QnC,유리 및 유리제품 제조업,반도체용 석영유리
로체시스템즈,특수 목적용 기계 제조업,LCD 제조용 이송장비
에스텍,영상 및 음향기기 제조업,스피커 및 스피커시스템
오텍,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스"
키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업",멀티미디어 SI
현대에버다임,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업"
한솔홈데코,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업"
중앙백신,기초 의약물질 제조업,동물용백신
휴비츠,의료용 기기 제조업,"자동검안기, 자동렌즈미터"
우리산업홀딩스,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등)
디지털대성,일반 교습 학원,"온라인 강의, 오프라인 학원, 교재"
이수페타시스,전자부품 제조업,"P.C.B(인쇄회로기판),M.L.B 제조"
강원랜드,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영"
유아이디,전자부품 제조업,"ITO COATING, GLASS LAMINATION"
티씨케이,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품
YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작"
아모텍,전자부품 제조업,"칩바리스터, 아몰퍼스코어"
농심홀딩스,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스"
웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복"
파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 보호회로 및 배터리팩, 카메라모듈"
한국금융지주,기타 금융업,금융지주회사
이엘씨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체장비용 유량계와 유량 제어장치
유엔젤,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급"
SBS,텔레비전 방송업,"TV,라디오방송,광고"
홈캐스트,기타 전문 도매업,디지털 셋톱박스
씨씨에스,텔레비전 방송업,케이블TV서비스 및 초고속인터넷서비스
웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)'
NC,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급"
하이스틸,1차 철강 제조업,"강관 제조,도매"
대화제약,의약품 제조업,"후로스판, 세파메칠 등"
스모트로닉,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품"
JW신약,의약품 제조업,"매니큐어세트, 손톱깎이"
하츠,가정용 기기 제조업,"레인지후드, 빌트인 기기 등"
빅텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자전시스템 장치류
탑엔지니어링,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치
DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조"
이루온,소프트웨어 개발 및 공급업,이동통신 핵심망 및 서비스망 솔루션 개발 공급
태경케미컬,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조"
재영솔루텍,사진장비 및 광학기기 제조업,플라스틱 사출금형
한국큐빅,플라스틱제품 제조업,Curl Fit(표면처리사업)
인터플렉스,전자부품 제조업,연성회로기판(Flexible PCB)
삼영이엔씨,통신 및 방송 장비 제조업,"GMDSS장비, GPS플로터 등"
하이퍼코퍼레이션,기계장비 및 관련 물품 도매업,음반재킷 제작
한성크린텍,"건축기술, 엔지니어링 및 관련 기술 서비스업",수처리설비EPC
리더스코스메틱,"골판지, 종이 상자 및 종이용기 제조업",화장품
한농화성,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매"
케이피엠테크,기타 전문 도매업,"표면처리약품, 전자동 도금설비"
디티씨,부동산 임대 및 공급업,LCD Module
아이로보틱스,기타 전문 도매업,"VCI,LDPE필름 외"
초록뱀미디어,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급
인크레더블버즈,상품 종합 도매업,"Jayjun, Nerdy 외"
쎌바이오텍,기초 의약물질 제조업,유산균 원말 및 완제품
NE능률,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재
테크엘,반도체 제조업,"메모리 카드, 스마트 카드 등"
현대백화점,종합 소매업,백화점
KG이니시스,소프트웨어 개발 및 공급업,전자지불서비스
